X_Value	laser_0	laser_1	laser_2	Untitled	Untitled 1	Untitled 2	Comment
0.000000	0.043540	0.025136	-0.041114	9.269613E-5	-0.000147	-0.001473
0.010000	0.008430	0.004800	-0.062910	-0.000229	-4.855663E-6	0.000830
0.020000	0.004965	0.032796	-0.063366	4.811036E-5	-2.007024E-6	0.000112
0.030000	0.017094	0.028328	-0.041114	-8.373784E-5	5.902863E-5	-0.000584
0.040000	-0.023944	0.011457	-0.052423	0.000255	-3.868374E-5	0.000588
0.050000	0.018553	0.024863	-0.042482	0.000300	-0.000208	-0.000488
0.060000	-0.007073	0.053224	-0.057256	0.000324	5.404838E-7	-4.064777E-5
0.070000	0.017823	0.069639	-0.052879	0.000436	0.000186	0.001323
0.080000	-0.034523	0.051491	-0.059809	0.000246	7.707132E-5	0.000111
0.090000	0.030499	0.011639	-0.042847	0.000322	-0.000146	-2.355079E-5
0.100000	0.023842	0.079306	-0.036737	-3.804596E-5	9.168794E-6	0.001349
0.110000	0.001682	0.041095	-0.070297	0.000151	4.269818E-5	0.000579
0.120000	0.006606	0.028693	-0.060265	0.000181	4.770825E-5	0.000515
0.130000	-0.015189	0.017749	-0.057256	-1.669911E-5	0.000115	0.000832
0.140000	-0.018290	0.014284	-0.041935	0.000306	-0.000156	-0.000267
0.150000	0.010163	0.051036	-0.036737	0.000127	-6.276679E-5	0.000376
0.160000	-0.017105	0.025410	-0.083064	0.000246	7.545770E-6	3.660490E-5
0.170000	0.016273	0.001243	-0.067835	0.000257	1.780388E-5	-0.000254
0.180000	-0.000872	0.022127	-0.042391	0.000252	5.466870E-6	0.000172
0.190000	-0.005340	0.054683	-0.057347	0.000232	4.160978E-5	-0.000574
0.200000	0.002776	0.008539	-0.020960	3.010626E-5	5.937212E-5	0.000169
0.210000	-0.009262	0.016746	-0.045401	0.000201	-0.000171	-0.000142
0.220000	0.005238	-3.374219E-5	-0.041114	-3.019605E-5	-4.880919E-5	-0.000162
0.230000	0.020194	0.049941	-0.057621	9.625287E-5	5.792078E-5	0.000915
0.240000	0.010710	0.030973	-0.055979	0.000273	2.604599E-5	7.379387E-6
0.250000	-0.007894	0.012551	-0.042391	0.000163	1.127028E-5	0.000147
0.260000	-0.005340	0.010727	-0.057621	0.000444	-6.424520E-5	0.000774
0.270000	0.019373	0.047297	-0.033180	0.000186	-2.285168E-5	0.000450
0.280000	-0.002240	0.019938	-0.046313	0.000284	1.908870E-5	0.000504
0.290000	-0.009627	0.024863	-0.054611	0.000209	2.951854E-5	0.000799
0.300000	0.020833	0.038998	-0.022784	9.858306E-5	-4.244938E-5	0.000758
0.310000	-0.013092	0.006441	-0.044580	0.000192	-0.000154	0.000307
0.320000	0.007974	0.006806	-0.060721	-9.211623E-5	0.000142	0.000704
0.330000	-0.005340	0.037265	-0.026250	0.000192	0.000179	0.000515
0.340000	-0.009171	0.033526	-0.067379	5.643954E-5	-4.254946E-5	0.000130
0.350000	0.013993	0.040092	-0.058989	0.000103	-0.000196	-0.000101
0.360000	-0.004428	0.040092	-0.092548	0.000401	-0.000238	-0.000387
0.370000	0.007883	0.017749	-0.051511	0.000225	6.875732E-5	-0.000226
0.380000	-0.014004	0.033344	-0.039291	0.000534	0.000126	-0.000617
0.390000	0.006880	-0.016358	-0.070388	0.000266	0.000152	7.626464E-5
0.400000	0.003962	0.015196	-0.043668	0.000141	-9.147473E-5	0.000476
